-0.000955268,-0.019994789,-0.001978391
-0.000840752,-0.019668305,-0.002224252
-0.001013147,-0.019592175,-0.00198268
-0.00113862,-0.019816243,-0.001715613
-0.000956573,-0.019378755,-0.002189949
-0.000788842,-0.019373158,-0.002373655
-0.001092366,-0.01946428,-0.001723362
-0.001214963,-0.019577036,-0.001456803
-0.001064885,-0.018700905,-0.001488177
-0.001129876,-0.01857747,-0.001351174
-0.001111318,-0.018847688,-0.00130764
-0.001020218,-0.018869698,-0.001462831
-0.001129483,-0.018176559,-0.001524782
-0.001139635,-0.017929165,-0.001687168
-0.001242788,-0.017597101,-0.001612215
-0.001277352,-0.017872288,-0.001498159
-0.000552245,-0.018405061,-0.002153732
-0.00066162,-0.018203258,-0.002112388
-0.00073782,-0.018406038,-0.002064613
-0.00061454,-0.018556343,-0.002073604
-0.000397093,-0.018676256,-0.002161173
-0.000425849,-0.018776393,-0.002083648
-0.000378593,-0.018901238,-0.002160045
-0.000394205,-0.018842856,-0.002214033
-0.000363778,-0.01822216,-0.002085996
-0.000522699,-0.018015541,-0.002067007
-0.000463056,-0.018542036,-0.002126444
-0.000423299,-0.018461209,-0.00216144
-0.000348552,-0.018471076,-0.002250221
-0.000378751,-0.018540635,-0.002201716
-0.000392266,-0.01867717,-0.002264741
-0.000359723,-0.018538141,-0.002309461
-0.000355789,-0.018289641,-0.002172911
-0.000382569,-0.018408953,-0.002198982
-0.000344075,-0.018358669,-0.002238587
-0.000319356,-0.018237349,-0.002236142
-0.000386274,-0.01862556,-0.002183611
-0.000381588,-0.018758363,-0.002236007
-0.000380559,-0.018901947,-0.002335396
-0.00044311,-0.018776284,-0.002455935
-0.000947788,-0.017733031,-0.002047321
-0.000805829,-0.017989177,-0.002092238
-0.000675834,-0.017809088,-0.002096268
-0.000812654,-0.017630046,-0.002092817
-0.000304903,-0.018107136,-0.002145784
-0.000406309,-0.017742644,-0.002201076
-0.000419143,-0.017802302,-0.002223489
-0.000316749,-0.017915847,-0.002345198
-0.000304963,-0.017850465,-0.002280821
-0.001177263,-0.017292046,-0.00200952
-0.001001743,-0.017283087,-0.002104845
-0.001062387,-0.017121952,-0.002144476
-0.001253627,-0.017046738,-0.002071815
-0.001059882,-0.016989975,-0.002252962
-0.001276518,-0.016837078,-0.002134401
-0.001021728,-0.016461432,-0.002279791
-0.001204179,-0.016585641,-0.002230719
-0.000973607,-0.016827063,-0.002315985
-0.000817234,-0.016764332,-0.002428691
-0.000396844,-0.017078942,-0.002554054
-0.000269193,-0.017187087,-0.002706272
-0.000388721,-0.016816167,-0.002790469
-0.000585486,-0.016781819,-0.002636864
-0.000438246,-0.017617394,-0.002189594
-0.000496666,-0.01756538,-0.002121112
-0.000499993,-0.01759805,-0.002159867
-0.000404396,-0.01769052,-0.002186998
-0.000567979,-0.0175024,-0.002112169
-0.000615997,-0.017468071,-0.002129876
-0.000613951,-0.017504683,-0.002141277
-0.000570528,-0.01751841,-0.002115188
-0.000514504,-0.017538199,-0.002107964
-0.000493428,-0.017513572,-0.00211985
-0.000535911,-0.017498608,-0.002106792
-0.000397924,-0.017597066,-0.00215401
-0.000174572,-0.017641564,-0.002310518
-0.000245401,-0.017631724,-0.002303541
-0.000233038,-0.017706911,-0.002283742
-0.000178693,-0.017739415,-0.002307612
